Fund Holdings as of,"05/Apr/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"AIXA","AIXTRON","Equity","0.03","23.26","55,158.00","1,283,016.05","1,283,016.05","Information Technology","DE000A0WMPJ6","Xetra","Germany","EUR"
"AOX","ALSTRIA OFFICE REIT AG","Equity","0.03","16.61","77,238.00","1,283,099.90","1,283,099.90","Real Estate","DE000A0LD2U1","Xetra","Germany","EUR"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Equity","0.03","59.90","21,407.00","1,282,279.30","1,282,279.30","Information Technology","US55405Y1001","NASDAQ","United States","USD"
"C52","COMFORTDELGRO CORPORATION LTD","Equity","0.03","1.33","959,900.00","1,280,438.93","1,280,438.93","Industrials","SG1N31909426","Singapore Exchange","Singapore","SGD"
"AGI","ALAMOS GOLD INC CLASS A","Equity","0.03","8.03","159,441.00","1,280,011.22","1,280,011.22","Materials","CA0115321089","Toronto Stock Exchange","Canada","CAD"
"NARI","INARI MEDICAL INC","Equity","0.03","106.15","12,054.00","1,279,532.10","1,279,532.10","Health Care","US45332Y1091","NASDAQ","United States","USD"
"TSE","TRINSEO","Equity","0.03","65.20","19,605.00","1,278,246.00","1,278,246.00","Materials","LU1057788488","New York Stock Exchange Inc.","United States","USD"
"CAI","CA IMMOBILIEN ANLAGEN AG","Equity","0.03","42.59","29,942.00","1,275,307.18","1,275,307.18","Real Estate","AT0000641352","Wiener Boerse Ag","Austria","EUR"
"OSTK","OVERSTOCK COM INC","Equity","0.03","66.11","19,233.00","1,271,493.63","1,271,493.63","Consumer Discretionary","US6903701018","NASDAQ","United States","USD"
"CYRX","CRYOPORT INC","Equity","0.03","50.37","25,238.00","1,271,238.06","1,271,238.06","Health Care","US2290503075","NASDAQ","United States","USD"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Equity","0.03","50.12","25,319.00","1,268,988.28","1,268,988.28","Financials","US2937121059","NASDAQ","United States","USD"
"SRAIL","STADLER RAIL AG","Equity","0.03","48.09","26,367.00","1,268,047.41","1,268,047.41","Industrials","CH0002178181","SIX Swiss Exchange","Switzerland","CHF"
"MAXR","MAXAR TECHNOLOGIES INC","Equity","0.03","39.15","32,339.00","1,266,071.85","1,266,071.85","Industrials","US57778K1051","New York Stock Exchange Inc.","United States","USD"
"BOKA","KONINKLIJKE BOSKALIS WESTMINSTER N","Equity","0.03","32.66","38,757.00","1,265,735.72","1,265,735.72","Industrials","NL0000852580","Euronext Amsterdam","Netherlands","EUR"
"MTDR","MATADOR RESOURCES","Equity","0.03","23.69","53,391.00","1,264,832.79","1,264,832.79","Energy","US5764852050","New York Stock Exchange Inc.","United States","USD"
"JWEL","JAMIESON WELLNESS INC","Equity","0.03","30.09","42,003.00","1,263,931.79","1,263,931.79","Consumer Staples","CA4707481046","Toronto Stock Exchange","Canada","CAD"
"OFC","CORPORATE OFFICE PROPERTIES TRUST","Equity","0.03","26.87","47,019.00","1,263,400.53","1,263,400.53","Real Estate","US22002T1088","New York Stock Exchange Inc.","United States","USD"
"TPIC","TPI COMPOSITES INC","Equity","0.03","58.01","21,722.00","1,260,093.22","1,260,093.22","Industrials","US87266J1043","NASDAQ","United States","USD"
"KW","KENNEDY WILSON HOLDINGS INC","Equity","0.03","20.55","61,283.00","1,259,365.65","1,259,365.65","Real Estate","US4893981070","New York Stock Exchange Inc.","United States","USD"
"CWB","CANADIAN WESTERN BANK","Equity","0.03","25.79","48,765.00","1,257,446.34","1,257,446.34","Financials","CA13677F1018","Toronto Stock Exchange","Canada","CAD"
"AMKR","AMKOR TECHNOLOGY INC","Equity","0.03","26.38","47,646.00","1,256,901.48","1,256,901.48","Information Technology","US0316521006","NASDAQ","United States","USD"
"ARX","ARC RESOURCES LTD","Equity","0.03","6.28","199,699.00","1,253,851.61","1,253,851.61","Energy","CA00208D4084","Toronto Stock Exchange","Canada","CAD"
"CCXI","CHEMOCENTRYX INC","Equity","0.03","49.60","25,264.00","1,253,094.40","1,253,094.40","Health Care","US16383L1061","NASDAQ","United States","USD"
"SMPL","THE SIMPLY GOOD FOODS COMPANY","Equity","0.03","31.38","39,925.00","1,252,846.50","1,252,846.50","Consumer Staples","US82900L1026","NASDAQ","United States","USD"
"2206","EZAKI GLICO LTD","Equity","0.03","40.54","30,900.00","1,252,721.66","1,252,721.66","Consumer Staples","JP3161200005","Tokyo Stock Exchange","Japan","JPY"
"VG","VONAGE HOLDINGS CORP","Equity","0.03","12.22","102,494.00","1,252,476.68","1,252,476.68","Communication","US92886T2015","NASDAQ","United States","USD"
"4521","KAKEN PHARMACEUTICAL LTD","Equity","0.03","39.00","32,100.00","1,251,822.76","1,251,822.76","Health Care","JP3207000005","Tokyo Stock Exchange","Japan","JPY"
"CAKE","CHEESECAKE FACTORY INC","Equity","0.03","58.55","21,361.00","1,250,686.55","1,250,686.55","Consumer Discretionary","US1630721017","NASDAQ","United States","USD"
"CLDR","CLOUDERA INC","Equity","0.03","12.54","99,673.00","1,249,899.42","1,249,899.42","Information Technology","US18914U1007","New York Stock Exchange Inc.","United States","USD"
"IBOC","INTERNATIONAL BANCSHARES CORP","Equity","0.03","46.78","26,713.00","1,249,634.14","1,249,634.14","Financials","US4590441030","NASDAQ","United States","USD"
"4921","FANCL CORP","Equity","0.03","35.18","35,500.00","1,249,035.27","1,249,035.27","Consumer Staples","JP3802670004","Tokyo Stock Exchange","Japan","JPY"
"WCH","WACKER CHEMIE AG","Equity","0.03","145.71","8,567.00","1,248,310.21","1,248,310.21","Materials","DE000WCH8881","Xetra","Germany","EUR"
"ALLO","ALLOGENE THERAPEUTICS INC","Equity","0.03","33.98","36,718.00","1,247,677.64","1,247,677.64","Health Care","US0197701065","NASDAQ","United States","USD"
"JUN3","JUNGHEINRICH PREF AG","Equity","0.03","49.34","25,265.00","1,246,608.63","1,246,608.63","Industrials","DE0006219934","Xetra","Germany","EUR"
"IBP","INSTALLED BUILDING PRODUCTS INC","Equity","0.03","117.02","10,637.00","1,244,741.74","1,244,741.74","Consumer Discretionary","US45780R1014","New York Stock Exchange Inc.","United States","USD"
"RKT","ROCKET COMPANIES INC CLASS A","Equity","0.03","22.44","55,432.00","1,243,894.08","1,243,894.08","Financials","US77311W1018","New York Stock Exchange Inc.","United States","USD"
"8876","RELO GROUP INC","Equity","0.03","20.56","60,500.00","1,243,673.67","1,243,673.67","Real Estate","JP3755200007","Tokyo Stock Exchange","Japan","JPY"
"TLRY","TILRAY INC CLASS","Equity","0.03","22.07","56,303.00","1,242,607.21","1,242,607.21","Health Care","US88688T1007","NASDAQ","United States","USD"
"FWRD","FORWARD AIR CORP","Equity","0.03","89.70","13,854.00","1,242,703.80","1,242,703.80","Industrials","US3498531017","NASDAQ","United States","USD"
"ICHR","ICHOR HOLDINGS LTD","Equity","0.03","62.18","19,982.00","1,242,480.76","1,242,480.76","Information Technology","KYG4740B1059","NASDAQ","United States","USD"
"LNR","LINAMAR CORP","Equity","0.03","60.30","20,594.00","1,241,874.87","1,241,874.87","Consumer Discretionary","CA53278L1076","Toronto Stock Exchange","Canada","CAD"
"TREE","LENDINGTREE INC","Equity","0.03","220.68","5,627.00","1,241,766.36","1,241,766.36","Financials","US52603B1070","NASDAQ","United States","USD"
"SPXC","SPX CORP","Equity","0.03","60.11","20,641.00","1,240,730.51","1,240,730.51","Industrials","US7846351044","New York Stock Exchange Inc.","United States","USD"
"7167","MEBUKI FINANCIAL GROUP INC","Equity","0.03","2.36","525,700.00","1,241,040.54","1,241,040.54","Financials","JP3117700009","Tokyo Stock Exchange","Japan","JPY"
"MOBN","MOBIMO HOLDING AG","Equity","0.03","312.72","3,963.00","1,239,296.65","1,239,296.65","Real Estate","CH0011108872","SIX Swiss Exchange","Switzerland","CHF"
"DIE","DIETEREN (D) SA","Equity","0.03","99.52","12,445.00","1,238,530.72","1,238,530.72","Consumer Discretionary","BE0974259880","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"8985","JAPAN HOTEL INVESTMENT REIT CORP","Equity","0.03","577.47","2,145.00","1,238,679.80","1,238,679.80","Real Estate","JP3046400002","Tokyo Stock Exchange","Japan","JPY"
"A5G","AIB GROUP","Equity","0.03","2.71","456,082.00","1,236,572.98","1,236,572.98","Financials","IE00BF0L3536","Irish Stock Exchange - All Market","Ireland","EUR"
"VCT","VICTREX PLC","Equity","0.03","31.23","39,565.00","1,235,717.34","1,235,717.34","Materials","GB0009292243","London Stock Exchange","United Kingdom","GBP"
"CIX","CI FINANCIAL CORP","Equity","0.03","14.93","82,688.00","1,234,523.88","1,234,523.88","Financials","CA1254911003","Toronto Stock Exchange","Canada","CAD"
"SUBC","SUBSEA SA","Equity","0.03","10.10","122,107.00","1,232,976.33","1,232,976.33","Energy","LU0075646355","Oslo Bors Asa","Norway","NOK"
"4534","MOCHIDA PHARMACEUTICAL LTD","Equity","0.03","39.04","31,500.00","1,229,854.27","1,229,854.27","Health Care","JP3922800002","Tokyo Stock Exchange","Japan","JPY"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Equity","0.03","53.14","23,131.00","1,229,181.34","1,229,181.34","Consumer Staples","US1535272058","NASDAQ","United States","USD"
"ITCI","INTRA CELLULAR THERAPIES INC","Equity","0.03","32.48","37,812.00","1,228,133.76","1,228,133.76","Health Care","US46116X1019","NASDAQ","United States","USD"
"WWE","WORLD WRESTLING ENTERTAINMENT INC","Equity","0.03","55.49","22,120.00","1,227,438.80","1,227,438.80","Communication","US98156Q1085","New York Stock Exchange Inc.","United States","USD"
"TCAP","TP ICAP GROUP PLC","Equity","0.03","3.43","357,220.00","1,226,614.36","1,226,614.36","Financials","JE00BMDZN391","London Stock Exchange","United Kingdom","GBP"
"CIM","CHIMERA INVESTMENT CORP","Equity","0.03","12.70","96,533.00","1,225,969.10","1,225,969.10","Financials","US16934Q2084","New York Stock Exchange Inc.","United States","USD"
"MTS","METCASH LTD","Equity","0.03","2.86","428,617.00","1,225,755.04","1,225,755.04","Consumer Staples","AU000000MTS0","Asx - All Markets","Australia","AUD"
"INRN","INTERROLL HOLDING AG","Equity","0.03","3,644.80","336.00","1,224,654.46","1,224,654.46","Industrials","CH0006372897","SIX Swiss Exchange","Switzerland","CHF"
"WIHL","WIHLBORGS FASTIGHETER","Equity","0.03","19.65","62,261.00","1,223,571.64","1,223,571.64","Real Estate","SE0011205194","Nasdaq Omx Nordic","Sweden","SEK"
"BFSA","BEFESA SA","Equity","0.03","68.90","17,735.00","1,221,998.96","1,221,998.96","Industrials","LU1704650164","Xetra","Germany","EUR"
"VOC","VOCUS GROUP LTD","Equity","0.03","4.18","291,602.00","1,219,664.88","1,219,664.88","Communication","AU000000VOC6","Asx - All Markets","Australia","AUD"
"ARNC","ARCONIC CORP","Equity","0.03","26.76","45,554.00","1,219,025.04","1,219,025.04","Materials","US03966V1070","New York Stock Exchange Inc.","United States","USD"
"SAAB B","SAAB B","Equity","0.03","27.62","44,108.00","1,218,211.07","1,218,211.07","Industrials","SE0000112385","Nasdaq Omx Nordic","Sweden","SEK"
"CWK","CRANSWICK PLC","Equity","0.03","50.21","24,249.00","1,217,569.18","1,217,569.18","Consumer Staples","GB0002318888","London Stock Exchange","United Kingdom","GBP"
"RCII","RENT-A-CENTER INC","Equity","0.03","57.93","21,013.00","1,217,283.09","1,217,283.09","Consumer Discretionary","US76009N1000","NASDAQ","United States","USD"
"4540","TSUMURA","Equity","0.03","37.09","32,800.00","1,216,579.65","1,216,579.65","Health Care","JP3535800001","Tokyo Stock Exchange","Japan","JPY"
"TWOU","2U INC","Equity","0.03","40.74","29,852.00","1,216,170.48","1,216,170.48","Information Technology","US90214J1016","NASDAQ","United States","USD"
"CERV","CERVED INFORMATION SOLUTIONS","Equity","0.03","11.12","109,234.00","1,214,691.50","1,214,691.50","Financials","IT0005010423","Borsa Italiana","Italy","EUR"
"INSTAL","INSTALCO","Equity","0.03","36.62","33,163.00","1,214,378.43","1,214,378.43","Industrials","SE0009664253","Nasdaq Omx Nordic","Sweden","SEK"
"LSG","LEROY SEAFOOD GROUP","Equity","0.03","8.59","141,317.00","1,214,319.03","1,214,319.03","Consumer Staples","NO0003096208","Oslo Bors Asa","Norway","NOK"
"OMI","OWENS & MINOR INC","Equity","0.03","37.79","32,109.00","1,213,399.11","1,213,399.11","Health Care","US6907321029","New York Stock Exchange Inc.","United States","USD"
"TIP","TAMBURI INVESTMENT PARTNERS","Equity","0.03","9.04","134,206.00","1,212,906.99","1,212,906.99","Financials","IT0003153621","Borsa Italiana","Italy","EUR"
"CLNE","CLEAN ENERGY FUELS CORP","Equity","0.03","13.50","89,783.00","1,212,070.50","1,212,070.50","Energy","US1844991018","NASDAQ","United States","USD"
"ALK B","ALK-ABELLO B","Equity","0.03","382.28","3,168.00","1,211,059.12","1,211,059.12","Health Care","DK0060027142","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"A7RU","KEPPEL INFRA UNIT TRUST","Equity","0.03","0.41","2,952,698.00","1,210,212.31","1,210,212.31","Utilities","SG1U48933923","Singapore Exchange","Singapore","SGD"
"BMTC","BRYN MAWR BANK CORP","Equity","0.03","45.96","26,322.00","1,209,759.12","1,209,759.12","Financials","US1176651099","NASDAQ","United States","USD"
"SEAS","SEAWORLD ENTERTAINMENT INC","Equity","0.03","51.39","23,536.00","1,209,515.04","1,209,515.04","Consumer Discretionary","US81282V1008","New York Stock Exchange Inc.","United States","USD"
"AKER","AKER","Equity","0.03","76.94","15,708.00","1,208,513.64","1,208,513.64","Financials","NO0010234552","Oslo Bors Asa","Norway","NOK"
"4118","KANEKA CORP","Equity","0.03","40.81","29,600.00","1,208,080.99","1,208,080.99","Materials","JP3215800008","Tokyo Stock Exchange","Japan","JPY"
"FRME","FIRST MERCHANTS CORP","Equity","0.03","47.07","25,665.00","1,208,051.55","1,208,051.55","Financials","US3208171096","NASDAQ","United States","USD"
"HVN","HARVEY NORMAN HOLDINGS LTD","Equity","0.03","4.31","279,745.00","1,206,435.56","1,206,435.56","Consumer Discretionary","AU000000HVN7","Asx - All Markets","Australia","AUD"
"CCC","COMPUTACENTER PLC","Equity","0.03","33.84","35,630.00","1,205,881.89","1,205,881.89","Information Technology","GB00BV9FP302","London Stock Exchange","United Kingdom","GBP"
"WAFD","WASHINGTON FEDERAL INC","Equity","0.03","30.82","39,122.00","1,205,740.04","1,205,740.04","Financials","US9388241096","NASDAQ","United States","USD"
"ISBC","INVESTORS BANCORP INC","Equity","0.03","14.74","81,728.00","1,204,670.72","1,204,670.72","Financials","US46146L1017","NASDAQ","United States","USD"
"PCRX","PACIRA BIOSCIENCES INC","Equity","0.03","68.89","17,478.00","1,204,059.42","1,204,059.42","Health Care","US6951271005","NASDAQ","United States","USD"
"JACK","JACK IN THE BOX INC","Equity","0.03","112.25","10,712.00","1,202,422.00","1,202,422.00","Consumer Discretionary","US4663671091","NASDAQ","United States","USD"
"RIG","TRANSOCEAN LTD","Equity","0.03","3.47","346,428.00","1,202,105.16","1,202,105.16","Energy","CH0048265513","New York Stock Exchange Inc.","United States","USD"
"GO","GROCERY OUTLET HOLDING CORP","Equity","0.03","37.48","32,061.00","1,201,646.28","1,201,646.28","Consumer Staples","US39874R1014","NASDAQ","United States","USD"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Equity","0.03","40.59","29,573.00","1,200,368.07","1,200,368.07","Real Estate","US6378701063","New York Stock Exchange Inc.","United States","USD"
"ACAD","ACADIA PHARMACEUTICALS INC","Equity","0.03","21.18","56,620.00","1,199,211.60","1,199,211.60","Health Care","US0042251084","NASDAQ","United States","USD"
"AUD","AUD CASH","Cash","0.03","76.46","1,565,177.00","1,196,812.68","1,196,812.68","Cash and/or Derivatives","-","-","Australia","AUD"
"5706","MITSUI MINING AND SMELTING LTD","Equity","0.03","35.77","33,300.00","1,191,283.42","1,191,283.42","Materials","JP3888400003","Tokyo Stock Exchange","Japan","JPY"
"8804","TOKYO TATEMONO LTD","Equity","0.03","15.75","75,600.00","1,190,956.55","1,190,956.55","Real Estate","JP3582600007","Tokyo Stock Exchange","Japan","JPY"
"AXFO","AXFOOD","Equity","0.03","24.04","49,529.00","1,190,544.93","1,190,544.93","Consumer Staples","SE0006993770","Nasdaq Omx Nordic","Sweden","SEK"
"PS","PLURALSIGHT INC CLASS A","Equity","0.03","22.45","52,996.00","1,189,760.20","1,189,760.20","Information Technology","US72941B1061","NASDAQ","United States","USD"
"MLHR","HERMAN MILLER INC","Equity","0.03","42.28","28,130.00","1,189,336.40","1,189,336.40","Industrials","US6005441000","NASDAQ","United States","USD"
"9793","DAISEKI LTD","Equity","0.03","36.05","33,000.00","1,189,540.11","1,189,540.11","Industrials","JP3485600005","Tokyo Stock Exchange","Japan","JPY"
"MIME","MIMECAST LTD","Equity","0.03","40.73","29,200.00","1,189,316.00","1,189,316.00","Information Technology","GB00BYT5JK65","NASDAQ","United States","USD"
"CNK","CINEMARK HOLDINGS INC","Equity","0.03","23.03","51,636.00","1,189,177.08","1,189,177.08","Communication","US17243V1026","New York Stock Exchange Inc.","United States","USD"
"3296","NIPPON REIT INVESTMENT REIT CORP","Equity","0.03","3,858.90","308.00","1,188,541.34","1,188,541.34","Real Estate","JP3047750009","Tokyo Stock Exchange","Japan","JPY"
"SYNT","SYNTHOMER PLC","Equity","0.03","6.51","182,217.00","1,186,829.03","1,186,829.03","Materials","GB0009887422","London Stock Exchange","United Kingdom","GBP"
"NKT","NKT","Equity","0.03","43.75","27,114.00","1,186,181.05","1,186,181.05","Industrials","DK0010287663","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"6951","JEOL LTD","Equity","0.03","42.90","27,600.00","1,184,092.25","1,184,092.25","Health Care","JP3735000006","Tokyo Stock Exchange","Japan","JPY"
"JJSF","J AND J SNACK FOODS CORP","Equity","0.03","158.52","7,471.00","1,184,302.92","1,184,302.92","Consumer Staples","US4660321096","NASDAQ","United States","USD"
"SAE","SHOP APOTHEKE EUROPE NV","Equity","0.03","220.51","5,368.00","1,183,718.96","1,183,718.96","Consumer Discretionary","NL0012044747","Xetra","Germany","EUR"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Equity","0.03","23.91","49,492.00","1,183,353.72","1,183,353.72","Real Estate","US29670E1073","New York Stock Exchange Inc.","United States","USD"
"COK","CANCOM","Equity","0.03","57.36","20,621.00","1,182,909.37","1,182,909.37","Information Technology","DE0005419105","Xetra","Germany","EUR"
"MED","MEDIFAST INC","Equity","0.03","219.50","5,389.00","1,182,885.50","1,182,885.50","Consumer Staples","US58470H1014","New York Stock Exchange Inc.","United States","USD"
"TOWN","TOWNEBANK","Equity","0.03","30.99","38,146.00","1,182,144.54","1,182,144.54","Financials","US89214P1093","NASDAQ","United States","USD"
"CSWI","CSW INDUSTRIALS INC","Equity","0.03","138.99","8,499.00","1,181,276.01","1,181,276.01","Industrials","US1264021064","NASDAQ","United States","USD"
"ANDR","ANDRITZ AG","Equity","0.03","46.65","25,319.00","1,181,163.48","1,181,163.48","Industrials","AT0000730007","Wiener Boerse Ag","Austria","EUR"
"6532","BAYCURRENT CONSULTING INC","Equity","0.03","231.53","5,100.00","1,180,823.53","1,180,823.53","Industrials","JP3835250006","Tokyo Stock Exchange","Japan","JPY"
"1944","KINDEN CORP","Equity","0.03","17.22","68,500.00","1,179,865.62","1,179,865.62","Industrials","JP3263000006","Tokyo Stock Exchange","Japan","JPY"
"EAT","BRINKER INTERNATIONAL INC","Equity","0.03","68.92","17,103.00","1,178,738.76","1,178,738.76","Consumer Discretionary","US1096411004","New York Stock Exchange Inc.","United States","USD"
"4206","AICA KOGYO LTD","Equity","0.03","36.73","32,100.00","1,178,957.64","1,178,957.64","Industrials","JP3100800006","Tokyo Stock Exchange","Japan","JPY"
"RRR","RED ROCK RESORTS ORS CLASS A INC","Equity","0.03","33.82","34,859.00","1,178,931.38","1,178,931.38","Consumer Discretionary","US75700L1089","NASDAQ","United States","USD"
"VSTO","VISTA OUTDOOR INC","Equity","0.03","32.72","35,998.00","1,177,854.56","1,177,854.56","Consumer Discretionary","US9283771007","New York Stock Exchange Inc.","United States","USD"
"DRX","DRAX GROUP PLC","Equity","0.03","5.80","202,866.00","1,177,013.44","1,177,013.44","Utilities","GB00B1VNSX38","London Stock Exchange","United Kingdom","GBP"
"APG","API GROUP CORP","Equity","0.03","21.90","53,712.00","1,176,292.80","1,176,292.80","Industrials","US00187Y1001","New York Stock Exchange Inc.","United States","USD"
"VONN","VONTOBEL HOLDING AG","Equity","0.03","78.34","14,992.00","1,174,462.67","1,174,462.67","Financials","CH0012335540","SIX Swiss Exchange","Switzerland","CHF"
"PHP","PRIMARY HEALTH PROPERTIES REIT PLC","Equity","0.03","2.05","571,366.00","1,173,276.83","1,173,276.83","Real Estate","GB00BYRJ5J14","London Stock Exchange","United Kingdom","GBP"
"GRI","GRAINGER PLC","Equity","0.03","3.75","312,269.00","1,172,265.23","1,172,265.23","Real Estate","GB00B04V1276","London Stock Exchange","United Kingdom","GBP"
"WSFS","WSFS FINANCIAL CORP","Equity","0.03","50.40","23,264.00","1,172,505.60","1,172,505.60","Financials","US9293281021","NASDAQ","United States","USD"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Equity","0.03","23.88","49,071.00","1,171,815.48","1,171,815.48","Communication","US8794338298","New York Stock Exchange Inc.","United States","USD"
"MUR","MURPHY OIL CORP","Equity","0.03","16.30","71,893.00","1,171,855.90","1,171,855.90","Energy","US6267171022","New York Stock Exchange Inc.","United States","USD"
"MANT","MANTECH INTERNATIONAL CORP CLASS A","Equity","0.03","88.89","13,177.00","1,171,303.53","1,171,303.53","Industrials","US5645631046","NASDAQ","United States","USD"
"FVRR","FIVERR INTERNATIONAL LTD","Equity","0.03","217.62","5,381.00","1,171,013.22","1,171,013.22","Consumer Discretionary","IL0011582033","New York Stock Exchange Inc.","Israel","USD"
"EXPI","EXP WORLD HOLDINGS INC","Equity","0.03","42.15","27,750.00","1,169,662.50","1,169,662.50","Real Estate","US30212W1009","NASDAQ","United States","USD"
"SGR","THE STAR ENTERTAINMENT GROUP LTD","Equity","0.03","2.91","402,298.00","1,168,945.23","1,168,945.23","Consumer Discretionary","AU000000SGR6","Asx - All Markets","Australia","AUD"
"B","BARNES GROUP INC","Equity","0.03","50.48","23,141.00","1,168,157.68","1,168,157.68","Industrials","US0678061096","New York Stock Exchange Inc.","United States","USD"
"BKW","BKW N AG","Equity","0.03","112.49","10,378.00","1,167,448.85","1,167,448.85","Utilities","CH0130293662","SIX Swiss Exchange","Switzerland","CHF"
"CNU","CHORUS LTD","Equity","0.03","4.91","237,819.00","1,166,989.13","1,166,989.13","Communication","NZCNUE0001S2","New Zealand Exchange Ltd","New Zealand","NZD"
"BIPC","BROOKFIELD INFRASTRUCTURE CORP CLA","Equity","0.03","76.49","15,248.00","1,166,392.52","1,166,392.52","Utilities","CA11275Q1072","Toronto Stock Exchange","Canada","CAD"
"WGO","WINNEBAGO INDUSTRIES INC","Equity","0.03","79.80","14,590.00","1,164,282.00","1,164,282.00","Consumer Discretionary","US9746371007","New York Stock Exchange Inc.","United States","USD"
"VGR","VECTOR GROUP LTD","Equity","0.03","14.10","82,568.00","1,164,208.80","1,164,208.80","Consumer Staples","US92240M1080","New York Stock Exchange Inc.","United States","USD"
"UFS","DOMTAR CORP","Equity","0.03","38.05","30,562.00","1,162,884.10","1,162,884.10","Materials","US2575592033","New York Stock Exchange Inc.","United States","USD"
"7936","ASICS CORP","Equity","0.03","16.13","72,000.00","1,161,701.55","1,161,701.55","Consumer Discretionary","JP3118000003","Tokyo Stock Exchange","Japan","JPY"
"BEZQ","BEZEQ ISRAELI TELECOMMUNICATION CO","Equity","0.03","1.07","1,083,706.00","1,160,751.06","1,160,751.06","Communication","IL0002300114","Tel Aviv Stock Exchange","Israel","ILS"
"BHG","BHG GROUP","Equity","0.03","17.79","65,154.00","1,159,263.96","1,159,263.96","Consumer Discretionary","SE0010948588","Nasdaq Omx Nordic","Sweden","SEK"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Equity","0.03","50.09","23,144.00","1,159,282.96","1,159,282.96","Communication","US82312B1061","NASDAQ","United States","USD"
"MIC","MACQUARIE INFRASTRUCTURE CORP","Equity","0.03","32.58","35,576.00","1,159,066.08","1,159,066.08","Industrials","US55608B1052","New York Stock Exchange Inc.","United States","USD"
"BEZ","BEAZLEY PLC","Equity","0.03","4.86","238,503.00","1,158,449.04","1,158,449.04","Financials","GB00BYQ0JC66","London Stock Exchange","United Kingdom","GBP"
"1959","KYUDENKO CORP","Equity","0.03","37.82","30,600.00","1,157,207.06","1,157,207.06","Industrials","JP3247050002","Tokyo Stock Exchange","Japan","JPY"
"MLI","MUELLER INDUSTRIES INC","Equity","0.03","43.22","26,726.00","1,155,097.72","1,155,097.72","Industrials","US6247561029","New York Stock Exchange Inc.","United States","USD"
"UCTT","ULTRA CLEAN HOLDINGS INC","Equity","0.03","65.01","17,748.00","1,153,797.48","1,153,797.48","Information Technology","US90385V1070","NASDAQ","United States","USD"
"BRG","BORREGAARD","Equity","0.03","21.89","52,699.00","1,153,461.40","1,153,461.40","Materials","NO0010657505","Oslo Bors Asa","Norway","NOK"
"MSI","MORNEAU SHEPELL INC","Equity","0.03","26.12","44,125.00","1,152,604.15","1,152,604.15","Industrials","CA61767W1041","Toronto Stock Exchange","Canada","CAD"
"MXL","MAXLINEAR INC","Equity","0.03","36.38","31,685.00","1,152,700.30","1,152,700.30","Information Technology","US57776J1007","New York Stock Exchange Inc.","United States","USD"
"MDLA","MEDALLIA INC","Equity","0.03","29.96","38,381.00","1,149,894.76","1,149,894.76","Information Technology","US5840211099","New York Stock Exchange Inc.","United States","USD"
"ELY","CALLAWAY GOLF","Equity","0.03","27.11","42,393.00","1,149,274.23","1,149,274.23","Consumer Discretionary","US1311931042","New York Stock Exchange Inc.","United States","USD"
"BAVA","BAVARIAN NORDIC","Equity","0.03","45.43","25,265.00","1,147,771.52","1,147,771.52","Health Care","DK0015998017","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"8955","JAPAN PRIME REALTY INVESTMENT REIT","Equity","0.03","3,722.70","308.00","1,146,592.82","1,146,592.82","Real Estate","JP3040890000","Tokyo Stock Exchange","Japan","JPY"
"SVS","SAVILLS PLC","Equity","0.03","16.17","70,853.00","1,145,837.13","1,145,837.13","Real Estate","GB00B135BJ46","London Stock Exchange","United Kingdom","GBP"
"IDCC","INTERDIGITAL INC","Equity","0.03","65.66","17,437.00","1,144,913.42","1,144,913.42","Information Technology","US45867G1013","NASDAQ","United States","USD"
"BAND","BANDWIDTH INC CLASS A","Equity","0.03","123.00","9,307.00","1,144,761.00","1,144,761.00","Communication","US05988J1034","NASDAQ","United States","USD"
"ALK","ALASKA AIR GROUP INC","Equity","0.03","71.09","16,094.00","1,144,122.46","1,144,122.46","Industrials","US0116591092","New York Stock Exchange Inc.","United States","USD"
"COOP","MR COOPER GROUP INC","Equity","0.03","34.53","33,118.00","1,143,564.54","1,143,564.54","Financials","US62482R1077","NASDAQ","United States","USD"
"OPK","OPKO HEALTH INC","Equity","0.03","4.55","251,283.00","1,143,337.65","1,143,337.65","Health Care","US68375N1037","NASDAQ","United States","USD"
"SDF","STEADFAST GROUP LTD","Equity","0.03","2.91","392,609.00","1,140,792.19","1,140,792.19","Financials","AU000000SDF8","Asx - All Markets","Australia","AUD"
"HRI","HERC HOLDINGS INC","Equity","0.03","103.06","11,064.00","1,140,255.84","1,140,255.84","Industrials","US42704L1044","New York Stock Exchange Inc.","United States","USD"
"APAM","APERAM SA","Equity","0.03","46.97","24,263.00","1,139,628.95","1,139,628.95","Materials","LU0569974404","Euronext Amsterdam","France","EUR"
